planet_name,star_name,planets_in_system,orbital_period,semi_major_axis,radius_earths,mass_earths,radius_jupiters,mass_jupiters,density,equilibrium_temperature,ra,dec_
Kepler-487 d,Kepler-487,3,2.418390036,0.03445,2.77513568,8.12,0.24758145,0.0256,2.09,1226.0,295.2872318,41.2220033
HD 43691 b,HD 43691,1,36.9987,0.238,13.2,810.4665,1.18,2.55,1.94,761.79,94.8946124,41.0920773
Kepler-797 b,Kepler-797,1,27.07237711,0.181,2.17,5.35,0.19359443,0.0168,2.88,605.0,297.2089078,41.781645
Kepler-199 c,Kepler-199,2,67.093408,0.316,3.25,10.6,0.29,0.0334,1.7,420.0,295.5594278,40.236249
HATS-8 b,HATS-8,1,3.583893,0.04667,9.785457,43.86054,0.873,0.138,0.259,1324.0,294.9416887,-25.7483655
KOI-1783.01,KOI-1783,2,134.4628,0.52661,8.86,71.0,0.79043626,0.22338986,0.56,412.0,289.3414629,46.988155
KELT-16 b,KELT-16,1,0.9689951,0.02044,15.860735,874.0325,1.415,2.75,1.2,2453.0,314.2685227,31.6610186
Kepler-1681 b,Kepler-1681,1,69.8956,0.32,2.55321772,7.05,0.22778283,0.0222,2.33,442.0,296.6972773,46.3716969
Kepler-780 b,Kepler-780,1,0.677375164,0.015,0.89,0.64,0.07940048,0.00201,4.99,2099.0,281.7663511,44.2924898
Kepler-1572 b,Kepler-1572,1,5.49548621,0.05838,0.94,0.779,0.08386118,0.00245,5.15,1293.0,281.8973341,46.7227061
Kepler-1389 b,Kepler-1389,1,99.2530951,0.38249,1.77,3.78,0.15790882,0.0119,3.75,300.0,285.7174414,44.7583487
Kepler-251 d,Kepler-251,4,30.133001,0.182,2.77,8.1,0.247,0.0255,2.09,536.0,296.5662171,44.1058077
Kepler-127 d,Kepler-127,3,48.630408,0.28,2.64,7.46,0.236,0.0235,2.23,590.0,285.1899439,46.0280596
CoRoT-12 b,CoRoT-12,1,2.828042,0.04016,16.14,291.438,1.44,0.917,0.411,1442.0,100.7656871,-1.2964437
Kepler-1256 b,Kepler-1256,1,12.4127754,0.10733,1.49,2.83,0.1329289,0.00889,4.7,933.0,291.4742443,44.6834119
G 264-012 b,G 264-012,2,2.30538,0.02279,1.39,2.5,0.124,0.00786588,5.12,587.0,326.6719598,66.803848
GJ 143 b,GJ 143,2,35.61253,0.1915,2.61,22.7,0.2328486,0.07142183,7.0,422.0,51.7501882,-63.500166
K2-10 b,K2-10,1,19.30553,0.137,3.773,25.2,0.33660509,0.07928807,2.36,649.0,172.1216476,1.6906217
Kepler-182 b,Kepler-182,2,9.825792,0.096,2.58,7.18,0.23,0.0226,2.3,935.0,289.8301128,50.5862025
TOI-1659.01,TOI-1659,1,5.877556328,0.065757,2.255,5.71,0.20117797,0.018,2.74,1031.14,277.9251938,82.3059487
TOI-237 c,TOI-237,2,1.74486147,0.016,1.206,1.9,0.1075923,0.00598,5.95,515.0,353.2435381,-29.416487
Kepler-564 b,Kepler-564,1,3.750832285,0.0484,4.63,19.4,0.41306093,0.0609,1.07,1129.0,296.8383661,46.6263912
Kepler-878 b,Kepler-878,1,25.9422033,0.165,1.93,4.38,0.17218307,0.0138,3.35,501.0,285.2962562,46.6034497
Kepler-228 b,Kepler-228,3,2.566546,0.038,1.53,2.96,0.136,0.0093,4.54,1360.0,296.2860853,48.2246328
HD 6434 b,HD 6434,1,21.998,0.14,14.2,155.7367,1.27,0.49,0.299,786.83,16.1663441,-39.4904909
CoRoT-7 b,CoRoT-7,3,0.85359163,0.017016,1.68135,4.07660518,0.15,0.01282637,9.355,1756.0,100.9561682,-1.0630076
TOI-2969 b,TOI-2969,1,1.8237146,0.0261,12.32987877,368.68095212,1.1,1.16,1.1,1186.0,150.0626247,-47.4452436
Kepler-610 c,Kepler-610,2,151.86392,0.5594,3.3,10.9,0.29440628,0.0343,1.67,318.0,293.1713241,45.0655934
Kepler-1473 b,Kepler-1473,1,14.4273551,0.11606,1.19,1.81,0.10616469,0.0057,5.9,783.0,290.6365144,48.9961494
Kepler-447 b,Kepler-447,1,7.79430132,0.0769,18.49,435.41,1.65,1.37,0.4,882.0,285.2685283,48.5598835
Kepler-290 d,Kepler-290,3,0.764017553,0.0154,0.86,0.566,0.07672419,0.00178,4.89,1589.0,286.4100307,42.6815137
HD 34445 e,HD 34445,6,49.175,0.2687,4.26,16.8,0.38,0.0529,1.19,637.76,79.4207483,7.3527156
Kepler-384 c,Kepler-384,2,45.348269,0.236,1.13,1.51,0.101,0.00474,5.75,531.0,286.0261113,44.7828571
HD 120084 b,HD 120084,1,2142.0,4.21,12.7,2034.1018048,1.13,6.4,5.46,369.24,205.661989,78.0646376
Kepler-191 b,Kepler-191,3,9.939632,0.087,1.34,2.36,0.12,0.00742,5.39,722.0,291.1833211,45.3230937
GJ 680 b,GJ 680,1,17281.66514,10.138,12.0,7977.4930157,1.07,25.1,25.4,36.57,263.8072214,-48.6788427
Kepler-917 b,Kepler-917,1,2.970414375,0.0378,1.91,4.31,0.17039879,0.0136,3.4,991.0,299.0512562,47.9492677
TOI-1422 b,TOI-1422,2,12.99894,0.107,3.83,9.5,0.3416903,0.02989034,0.93,870.0,354.240829,39.6392793
Kepler-980 b,Kepler-980,1,11.55102504,0.09993,2.67,7.61,0.23820145,0.0239,2.2,845.0,294.6129869,45.060174
HATS-59 b,HATS-59,2,5.416081,0.06112,12.621334,256.17098,1.126,0.806,0.7,1128.0,170.324325,-22.388177
HD 73267 c,HD 73267,2,17071.78045,12.688,12.8,1630.77755632,1.15,5.131,4.27,69.53,129.0735123,-34.4594469
Kepler-580 b,Kepler-580,1,8.222419656,0.0683,2.57,7.13,0.22928004,0.0224,2.31,558.0,283.4997537,40.5528053
HD 152843 c,HD 152843,2,19.502104,0.1482,5.94,9.67,0.52993222,0.03042522,0.253,253.08,253.7848853,20.491524
HD 217786 c,HD 217786,2,2.52221,0.038,2.61,7.31005336,0.233,0.023,2.26,1663.13,345.7838088,-0.4303594
HR 8799 c,HR 8799,4,69000.0,38.0,13.0,3000.0,1.2,10.0,7.5,1200.0,346.8701486,21.1340376
TOI-4342 b,TOI-4342,2,5.5382592,0.0519,2.329,7.3,0.20777982,0.02296837,3.18,639.0,324.3894196,-77.9791468
Kepler-193 c,Kepler-193,2,50.697494,0.286,2.75,8.0,0.245,0.0252,2.11,595.0,296.4985951,46.5772484
K2-269 b,K2-269,1,4.144965,0.0531,1.57,3.09,0.14006602,0.00972,4.39,1429.0,130.1551381,13.0146799
KOI-12 b,KOI-12,2,17.855182,0.154,13.78707,349.613,1.23,1.1,0.733,911.0,297.4537402,41.0110188
Kepler-1773 b,Kepler-1773,1,40.80970001,0.24831,3.50469499,12.1,0.31266848,0.038,1.54,623.0,286.2232284,38.2581676
NGTS-16 b,NGTS-16,1,4.84532,0.0523,14.57167491,211.99154747,1.3,0.667,0.38,1177.0,58.2639299,-30.8046405
Kepler-637 b,Kepler-637,1,23.20584623,0.16619,4.75,20.2,0.42376662,0.0636,1.04,1002.0,292.4172566,41.4168384
HD 113337 c,HD 113337,2,5429.93477,6.805,12.1,6299.67685515,1.08,19.821,19.5,153.36,195.4438496,63.610328
K2-30 b,K2-30,1,4.098503,0.04839,11.646151,184.02357,1.039,0.579,0.64,1092.0,52.3420548,22.2993491
Kepler-1675 b,Kepler-1675,1,63.0382,0.32185,3.12483349,9.93,0.27877897,0.0313,1.79,465.0,283.8095478,41.0412517
Kepler-1788 b,Kepler-1788,1,2.800120115,0.0343,2.37850461,6.25,0.21219633,0.0197,2.55,956.0,291.2243829,45.7780993
Kepler-497 b,Kepler-497,1,3.573203671,0.0457,6.04,30.4,0.53885271,0.0957,0.758,1210.0,290.7659557,38.9279468
Kepler-179 c,Kepler-179,2,6.40013,0.064,2.0,4.66,0.178,0.0147,3.2,810.0,298.6636163,47.7619329
HD 87646 b,HD 87646,1,13.481,0.117,12.4,3941.092,1.1,12.4,11.4,1012.7,151.6695435,17.8949795
Kepler-139 e,Kepler-139,5,2047.635373,3.23579639,13.7,378.0,1.22,1.189321,0.808,154.06,282.3919451,43.8894167
HD 29985 b,HD 29985,1,20608.14049,13.39,12.8,1739.47487151,1.14,5.473,4.56,46.73,70.5216589,-33.9210696
Kepler-668 b,Kepler-668,1,8.35390639,0.0768,2.7,7.75,0.24087787,0.0244,2.16,790.0,285.4992845,49.2772713
Kepler-56 d,Kepler-56,3,1002.0,2.16,12.8,1784.0,1.14,5.61,4.67,324.75,293.7583002,41.871807
Kepler-205 b,Kepler-205,2,2.75564,0.032,1.51,2.89,0.135,0.00909,4.61,757.0,285.2866912,41.8609357
Kepler-1156 b,Kepler-1156,1,11.89520511,0.09704,1.32,2.3,0.11776251,0.00724,5.5,787.0,288.9240901,46.0575865
HR 858 c,HR 858,3,5.973865,0.0687,1.979,3.8,0.17655486,0.01195614,2.9,1309.0,42.9849779,-30.8140609
Kepler-989 b,Kepler-989,1,7.964315352,0.0734,2.21,5.52,0.19716299,0.0174,2.81,805.0,281.5827983,47.2334674
HD 165155 b,HD 165155,1,434.5,1.13,13.2,918.5287,1.18,2.89,2.19,239.9,271.4893395,-29.9172536
HD 22946 d,HD 22946,3,47.42489,0.2958,2.607,26.57,0.23258136,0.08359857,10.8,546.0,54.819538,-42.7630276
HD 13908 b,HD 13908,2,19.382,0.154,13.9,274.91,1.24,0.865,0.562,993.25,34.5609102,65.5941901
Kepler-1446 b,Kepler-1446,1,0.689967832,0.01405,0.82,0.477,0.0731555,0.0015,4.75,1539.0,289.4240357,46.7260823
Kepler-1697 b,Kepler-1697,1,33.4969,0.2008,1.25954761,2.12,0.11236931,0.00668,5.83,630.0,287.663331,43.4713782
HD 11112 b,HD 11112,1,17244.90764,13.38,12.6,2598.56505563,1.12,8.176,7.14,94.51,27.0881399,-41.4944106
Kepler-674 b,Kepler-674,1,2.243381847,0.028,1.69,3.5,0.1507717,0.011,3.98,822.0,285.1761864,50.1496897
Kepler-1269 b,Kepler-1269,1,37.3331536,0.23611,1.63,3.29,0.14541886,0.0104,4.17,657.0,287.8055442,45.3405371
Kepler-1576 b,Kepler-1576,1,6.98471973,0.07211,1.04,1.12,0.09278259,0.00352,5.47,1059.0,289.0739641,40.3660239
Kepler-1796 b,Kepler-1796,1,29.4557991,0.1879,2.75047868,8.0,0.24538169,0.0252,2.11,598.0,301.5430397,44.6056251
Kepler-972 b,Kepler-972,1,7.03932553,0.0734,4.65,19.5,0.41484521,0.0614,1.07,1060.0,295.828679,43.4254371
Kepler-1508 b,Kepler-1508,1,20.7056504,0.1629,1.33,2.33,0.11865465,0.00733,5.44,967.0,298.1188802,40.3750316
Kepler-293 c,Kepler-293,2,54.155743,0.286,3.83,14.0,0.342,0.0442,1.37,466.0,286.3580611,42.4064917
AF Lep b,AF Lep,1,8905.0,8.996,13.0,1147.36054927,1.16,3.61,2.87,1400.0,81.7699216,-11.9011752
Kepler-873 b,Kepler-873,1,20.5533844,0.1542,3.75,13.5,0.33455259,0.0426,1.41,749.0,296.4031319,51.2712773
Kepler-669 b,Kepler-669,1,4.125546869,0.0529,4.83,20.8,0.43090374,0.0655,1.01,1243.0,291.9361615,49.2539473
Kepler-783 b,Kepler-783,2,4.29264638,0.04958,0.78,0.399,0.06958694,0.00126,4.62,991.0,291.0628615,47.484789
Kepler-142 d,Kepler-142,3,41.809118,0.242,2.16,5.31,0.193,0.0167,2.9,582.0,295.1190067,48.4813635
Kepler-1297 b,Kepler-1297,1,1.68189002,0.0283,0.97,0.871,0.0865376,0.00274,5.24,1790.0,289.9564415,47.0203466
HD 126525 b,HD 126525,1,960.41,1.837,10.3,75.32571,0.919,0.237,0.379,198.47,216.8852514,-51.9329118
Kepler-319 d,Kepler-319,3,31.781925,0.191,2.29,5.86,0.204,0.0184,2.68,528.0,288.8119782,39.7706431
Kepler-1427 b,Kepler-1427,1,0.968972376,0.0197,1.1,1.37,0.09813543,0.0043,5.66,1844.0,295.3496546,45.1145372
Kepler-1959 b,Kepler-1959,1,6.38669014,0.0617,1.14315727,1.57,0.10198584,0.00494,5.78,811.0,296.022301,44.7326691
HD 109271 b,HD 109271,2,7.8543,0.079,4.31,17.162,0.385,0.054,1.18,1128.86,188.397397,-11.6215204
HD 158996 b,HD 158996,1,820.2,2.1,12.3,4449.62,1.1,14.0,13.1,960.27,259.9051092,80.1364033
Kepler-1264 b,Kepler-1264,1,0.968526023,0.01839,1.18,1.76,0.10527255,0.00553,5.89,1677.0,289.8844102,45.2115075
HD 100777 b,HD 100777,1,383.0,1.06,13.7,390.92894061,1.22,1.23,0.835,264.28,173.9646303,-4.7555425
HD 31527 c,HD 31527,3,51.2053,0.2663,3.85,14.16,0.343,0.0445,1.36,571.07,73.9096193,-23.2413163
K2-44 b,K2-44,1,5.657,0.06,2.433,6.5,0.21705772,0.0204,2.48,1211.0,174.011661,-2.5209338
Kepler-1955 b,Kepler-1955,1,14.26519966,0.11959,1.16654878,1.69,0.10407269,0.00531,5.85,853.0,299.5347603,40.4777528
Kepler-537 b,Kepler-537,1,3.247555219,0.04317,1.41,2.57,0.12579177,0.00809,5.04,1181.0,289.8805804,51.2769907
HD 217786 b,HD 217786,2,1301.36009,2.446,12.3,4402.55909376,1.1,13.852,13.0,207.3,345.7838088,-0.4303594
Kepler-1968 b,Kepler-1968,1,7.281099796,0.0696,1.50004034,2.86,0.13382487,0.00899,4.66,744.0,291.5080318,45.3700933
Kepler-322 c,Kepler-322,2,4.337234,0.051,1.67,3.43,0.149,0.0108,4.05,996.0,281.3487514,44.2952525
OGLE-TR-132 b,OGLE-TR-132,1,1.689868,0.03035,13.45,375.02,1.2,1.18,0.85,2013.0,162.6440933,-61.9572476
Kepler-1684 b,Kepler-1684,1,47.7055,0.2253,2.87084792,8.6,0.2561199,0.0271,2.0,347.0,294.0054181,46.3106625
HATS-66 b,HATS-66,1,3.1414391,0.04714,15.815899,1694.0339,1.411,5.33,2.34,1998.0,101.3948048,-33.8816918
Kepler-171 b,Kepler-171,3,4.166972,0.05,2.34,6.08,0.209,0.0191,2.61,1053.0,296.7719082,41.7555958
Kepler-1021 b,Kepler-1021,1,13.47469571,0.1034,2.33,6.04,0.20786868,0.019,2.62,634.0,295.2048999,42.5596699
Kepler-1399 b,Kepler-1399,1,1.638653058,0.0276,1.25,2.1,0.11151753,0.0066,5.91,1610.0,293.3116962,46.0416516
K2-319 b,K2-319,1,26.68,0.1516,2.79,8.2,0.24890713,0.0258,2.07,641.0,166.8010058,3.0399357
Kepler-414 c,Kepler-414,2,7.171,0.07195,3.01,29.9,0.269,0.094,6.02,890.0,297.9615616,48.2443363
HD 210193 b,HD 210193,1,649.918,1.487,14.3,153.1,1.27,0.48170406,0.288,235.69,332.3951324,-41.225205
Kepler-1952 b,Kepler-1952,1,27.21080017,0.1724,1.23923346,2.07,0.11055719,0.0065,5.98,725.0,288.0764082,43.9584839
HD 34445 f,HD 34445,6,676.8,1.543,6.88,37.9,0.613,0.119,0.64,266.14,79.4207483,7.3527156
V0391 Peg b,V0391 Peg,1,1170.0,1.7,13.1,1017.056,1.17,3.2,2.49,519.69,331.0504119,26.4188227
Kepler-1633 b,Kepler-1633,1,186.404271,0.3875,1.58,3.12,0.14095816,0.00982,4.35,925.0,288.5151733,44.9232545
Kepler-242 c,Kepler-242,2,14.496481,0.109,2.0,4.66,0.178,0.0147,3.2,613.0,286.5656932,41.8084168
Qatar-5 b,Qatar-5,1,2.8792319,0.04127,12.408363,1373.0256,1.107,4.32,3.95,1415.0,7.0539375,42.0613451
K2-132 b,K2-132,1,9.1751,0.0916,14.5717,155.7367,1.3,0.49,0.277,1586.0,182.1662666,-8.7472172
Kepler-399 c,Kepler-399,3,26.67569,0.155,1.43,2.63,0.128,0.00829,4.94,630.0,299.5017242,40.6707669
KELT-15 b,KELT-15,1,3.32944,0.04613,19.50366,416.3573,1.74,1.31,0.36,1642.0,117.4149764,-52.1204471
Kepler-1130 b,Kepler-1130,3,5.45298175,0.05963,0.8,0.437,0.07137122,0.00137,4.69,904.0,285.207421,45.384333
K2-290 c,K2-290,2,48.36685,0.305,11.276254,246.00042,1.006,0.774,1.01,676.0,234.8578846,-20.1988975
Kepler-1367 b,Kepler-1367,1,1.574090272,0.0236,0.92,0.721,0.0820769,0.00227,5.09,998.0,288.4166786,47.8787308
DMPP-2 c,DMPP-2,3,3.168,0.04789,8.26,51.79,0.737,0.16294956,0.505,1910.88,27.407731,-34.4590985
Kepler-1716 b,Kepler-1716,1,35.58100128,0.18836,2.4247685,6.46,0.21632373,0.0203,2.49,408.0,297.2717207,43.3330644
TOI-1716.01,TOI-1716,1,8.082376554,0.080496,3.143,10.0,0.28040016,0.0316,1.77,959.0,105.0833291,56.8241941
Kepler-1038 c,Kepler-1038,2,7.127659798,0.0692,1.4162338,2.59,0.12634813,0.00816,5.01,784.0,298.9721472,44.1323499
HD 109271 c,HD 109271,2,30.93,0.196,5.27,24.154,0.47,0.076,0.907,716.68,188.397397,-11.6215204
HATS-41 b,HATS-41,1,4.193649,0.0583,14.90797,3082.951,1.33,9.7,5.1,1710.0,103.5173558,-27.0504156
HD 45350 b,HD 45350,1,963.6,1.92,13.5,568.89,1.2,1.79,1.27,217.81,97.1902262,38.9627315
Kepler-682 b,Kepler-682,1,12.611906672,0.1058,7.37,42.6,0.65750736,0.134,0.585,753.0,289.1122204,51.7373589
HATS-77 b,HATS-77,1,3.0876262,0.03607,13.05846252,436.69623122,1.165,1.374,1.077,828.3,149.8236672,-27.3928174
WASP-142 b,WASP-142,1,2.052868,0.0347,17.14977,266.9772,1.53,0.84,0.31,2000.0,140.5063164,-23.946102
Kepler-597 b,Kepler-597,1,13.02365861,0.10916,2.37,6.21,0.21143724,0.0195,2.56,743.0,293.4700919,39.2528182
HD 29021 b,HD 29021,1,1365.0,2.294,12.9,1420.69297929,1.15,4.47,3.64,163.2,69.4681379,60.6762985
GJ 682 b,GJ 682,2,17.478,0.08,1.93,4.4,0.173,0.01384388,3.36,281.93,264.2610245,-44.3232519
HD 168443 c,HD 168443,2,1753.1096,2.842,12.2,5500.33841154,1.09,17.306,16.6,205.47,275.0159879,-9.5966905
WASP-53 b,WASP-53,2,3.3098443,0.04101,12.038466,677.61356,1.074,2.132,2.28,1053.0,31.9091639,-20.661843
Kepler-1857 b,Kepler-1857,1,8.94340992,0.08308,1.96065412,4.5,0.17491815,0.0142,3.28,946.0,296.4557129,39.598537
Kepler-342 c,Kepler-342,4,26.234138,0.185,1.96,4.5,0.175,0.0142,3.28,754.0,292.6780488,46.7266813
Kepler-1251 b,Kepler-1251,1,45.0904643,0.2478,1.84,4.04,0.1641538,0.0127,3.56,487.0,292.1151093,49.2563792
TOI-5624 f,TOI-5624,5,45.37,0.2366,3.66,13.0,0.327,0.04090257,1.46,478.5,180.8443476,49.2512257
Kepler-242 b,Kepler-242,2,8.20395,0.075,2.61,7.32,0.233,0.023,2.26,742.0,286.5656932,41.8084168
TOI-220 b,TOI-220,1,10.695264,0.08911,3.03,13.8,0.27031896,0.04341966,2.73,805.0,91.7996988,-61.9972098
Kepler-374 d,Kepler-374,3,5.028219,0.056,1.31,2.27,0.117,0.00714,5.55,1272.0,294.1378921,42.3704075
Kepler-1870 b,Kepler-1870,1,3.606940031,0.0452,2.10143764,5.07,0.18747803,0.0159,3.0,1046.0,293.9335076,40.590704
Kepler-258 b,Kepler-258,2,13.19722,0.103,4.06,15.5,0.362,0.0488,1.27,642.0,294.0684116,46.5791357
WASP-8 b,WASP-8,2,8.15872,0.0801,12.66617,807.2882,1.13,2.54,2.1,1059.0,359.9008737,-35.0313349
Kepler-1339 b,Kepler-1339,1,1.341555127,0.02356,0.71,0.285,0.06334196,0.000896,4.38,1642.0,283.7457695,48.373469
HD 106252 b,HD 106252,1,1535.0,2.655,12.5,3178.28407,1.11,10.0,8.94,178.13,183.3730583,10.0404302
HD 102956 b,HD 102956,1,6.4947,0.0807,13.8,305.1168,1.23,0.96,0.638,1804.96,177.8436988,57.6406584
K2-128 b,K2-128,1,5.675819,0.056,1.42,2.6,0.12668391,0.00819,4.99,803.1,204.4376666,-8.5970858
Kepler-244 b,Kepler-244,3,4.311792,0.05,2.76,8.05,0.246,0.0253,2.1,1038.0,287.242641,42.3014185
TOI-4087 b,TOI-4087,1,3.1774835,0.04469,13.04725353,232.01473711,1.164,0.73,0.57,1458.0,217.9257785,83.3727061
HAT-P-66 b,HAT-P-66,1,2.972086,0.04363,17.82231,248.86089,1.59,0.783,0.242,1896.0,150.5726262,53.9508237
DMPP-9 b,DMPP-9,1,12.733,0.1097,3.89,14.43,0.347,0.04540186,1.35,995.58,316.3060007,-66.9581622
HD 101581 c,HIP 56998,2,6.20401,0.0573,0.99,0.937,0.08832204,0.00295,5.31,747.0,175.2563039,-44.4041485
Kepler-1292 b,Kepler-1292,1,3.27646405,0.0443,1.82,3.97,0.16236952,0.0125,3.62,1195.0,284.9057222,43.9491434
Kepler-1906 b,Kepler-1906,1,7.362689972,0.0738,2.77615754,8.13,0.24767261,0.0256,2.09,901.0,293.8266166,38.8565906
GJ 876 e,GJ 876,4,124.26,0.3343,3.92,14.6,0.35,0.046,1.33,150.46,343.3239737,-14.2665958
TOI-1052 c,TOI-1052,2,35.806,0.2263,6.48,34.3,0.578,0.10791987,0.693,719.0,337.5102738,-75.6465606
HAT-P-29 b,HAT-P-29,1,5.72319,0.0667,13.11453,279.6904,1.17,0.88,0.710842,1281.0,33.1310921,51.7787754
YZ Cet c,YZ Cet,3,3.05989,0.02156,1.05,1.14,0.0933,0.00358684,5.41,410.3,18.1330792,-16.9962434
Kepler-434 b,Kepler-434,1,12.8747099,0.1143,12.67,908.96,1.13,2.86,2.4,1000.0,293.5863887,42.9288624
HD 11755 b,HD 11755,1,433.70001,1.09,12.8,1789.3829,1.14,5.63,4.69,903.49,29.707836,73.1521372
Kepler-1471 b,Kepler-1471,2,3.63899398,0.0453,1.41,2.57,0.12579177,0.00809,5.04,1238.0,289.6649171,50.0200612
HD 128717 b,HD 128717,1,3420.0,4.85,12.1,6293.0024586,1.08,19.8,19.5,151.9,219.0881687,57.5609512
HAT-P-46 b,HAT-P-46,1,4.463129,0.0577,14.392,156.684,1.284,0.493,0.28,1458.0,270.4441831,-2.97098
TOI-1244 b,TOI-1244,1,6.400316483,0.060694,2.467,6.6,0.22009138,0.02076592,2.66,714.86,256.279559,69.519093
HD 39855 b,HD 39855,1,3.2498,0.041,2.85,8.5,0.254,0.02674386,2.02,1145.89,88.6260731,-19.7044472
BD-11 4672 c,BD-11 4672,2,74.2,0.3,4.04,15.37,0.36,0.04835919,1.28,320.21,278.3688659,-11.6370481
Kepler-1442 b,Kepler-1442,1,81.4162941,0.40814,3.93,14.7,0.35061112,0.0461,1.33,522.0,291.2556226,48.8469171
Kepler-292 d,Kepler-292,5,7.055679,0.068,2.23,5.6,0.199,0.0176,2.77,808.0,295.7661979,42.4242822
HD 47186 c,HD 47186,2,1353.6,2.395,13.0,111.42,1.16,0.35061,0.279,183.18,99.0367212,-27.6234285
Kepler-692 b,Kepler-692,1,21.81293494,0.1495,3.11,9.85,0.27745562,0.031,1.8,639.0,294.7768068,40.1537027
Kepler-1193 b,Kepler-1193,1,2.832652134,0.04004,1.32,2.3,0.11776251,0.00724,5.5,1453.0,288.1447323,51.2756446
HD 75784 c,HD 75784,2,7900.0,8.4,12.8,1792.5612,1.14,5.64,4.7,149.31,133.0992289,13.2330548
Kepler-838 b,Kepler-838,1,15.74957994,0.1266,2.73,7.9,0.24355429,0.0249,2.13,777.0,285.4354695,45.975959
81 Cet b,81 Cet,1,1005.57,2.104,13.1,1051.05854195,1.17,3.307,2.57,526.92,39.4243555,-3.3963607
Kepler-1058 b,Kepler-1058,1,110.96546,0.3679,2.72,7.85,0.24266215,0.0247,2.14,239.0,294.5956256,45.8750556
TOI-4214 b,TOI-4214,1,3.4913885,0.05018,10.68215861,165.27077164,0.953,0.52,0.74,1642.0,110.2495104,-13.9262649
Kepler-391 b,Kepler-391,2,7.4175,0.083,2.5,1100.0,0.22303545,3.46098705,380.0,930.0,290.6218844,51.0573453
Kepler-698 b,Kepler-698,1,16.32976218,0.1255,3.68,13.1,0.32830761,0.0413,1.44,727.0,288.5099994,41.3017465
TOI-3877 b,TOI-3877,1,4.123596,0.0529,11.67975789,99.7981198,1.042,0.314,0.342,1445.0,170.4544727,33.9913822
Kepler-409 b,Kepler-409,1,68.9583216,0.3192,1.199,6.0,0.1069678,0.01887811,19.0,438.0,293.6792058,46.8527337
Kepler-273 b,Kepler-273,2,2.936532,0.037,1.5,2.86,0.134,0.00899,4.66,1209.0,291.3021458,47.6976573
Kepler-636 b,Kepler-636,1,16.080661147,0.1185,4.45,18.1,0.39700241,0.057,1.13,614.0,293.5920614,41.0950891
Kepler-1914 b,Kepler-1914,1,30.82789993,0.1954,2.9429803,8.97,0.26255557,0.0282,1.93,585.0,291.4314024,38.6543635
HD 200964 b,HD 200964,2,606.3,1.565,13.5,508.21017,1.21,1.599,1.14,425.95,316.6664183,3.8033357
pi Men c,HD 39091,3,6.2678399,0.06839,2.0189,3.63,0.1801145,0.01142126,2.8,1169.8,84.2992798,-80.4646041
Kepler-150 c,Kepler-150,5,7.381998,0.073,3.69,13.2,0.329,0.0415,1.44,876.0,288.2341025,40.520897
HATS-43 b,HATS-43,1,4.3888497,0.04944,13.22662,82.95363,1.18,0.261,0.191,1003.0,80.5382418,-30.9708179
TOI-1437 b,TOI-1437,1,18.840942,0.14,2.24,9.6,0.19983976,0.03020498,3.91,794.23,256.1387513,56.842549
Kepler-685 b,Kepler-685,1,1.6255222,0.0265,10.58,78.8,0.94388438,0.248,0.366,1579.0,293.8719143,38.4229184
K2-89 b,K2-89,1,1.096026,0.01462,0.615,0.17,0.05486663,0.000535,4.02,830.07,57.0671234,20.4594885
WASP-49 b,WASP-49,1,2.78174,0.0379,12.44199,117.5971,1.11,0.37,0.288,1400.0,91.0897193,-16.9653901
Kepler-1699 b,Kepler-1699,1,3.49082,0.0418,1.56671124,3.08,0.13977262,0.00968,4.4,1010.0,292.1373281,48.9171579
Kepler-1152 b,Kepler-1152,1,1.646801908,0.0223,0.87,0.59,0.0776162,0.00186,4.92,806.0,290.4341483,44.1077802
HD 30669 b,HD 30669,1,1684.0,2.69,14.3,149.37,1.27,0.47,0.281,151.45,72.1198522,-28.4190757
HD 155918 c,HD 155918,2,17202.19446,13.183,12.8,1878.04805696,1.14,5.909,4.92,77.38,260.5364025,-75.349239
Kepler-1391 b,Kepler-1391,1,54.4092333,0.30045,1.68,3.46,0.14987956,0.0109,4.01,513.0,294.8309749,46.6595768
Kepler-25 c,Kepler-25,3,12.7207,0.1117,5.217,15.2,0.46542957,0.0479,0.588,934.0,286.6383905,39.4879038
Kepler-1813 b,Kepler-1813,1,2.818160057,0.0364,1.413,2.58,0.12605963,0.00812,5.03,1059.0,292.2399069,48.5115214
Kepler-156 b,Kepler-156,2,4.973456,0.054,2.3,5.9,0.205,0.0186,2.66,867.0,290.2964214,37.7494271
Kepler-477 b,Kepler-477,1,11.11990653,0.0911,2.07,4.94,0.18467303,0.0155,3.06,649.0,288.067445,42.355305
WASP-66 b,WASP-66,1,4.08605,0.0546,15.6926,746.9005,1.4,2.35,1.144,1569.7,158.2250301,-34.9899074
Kepler-275 b,Kepler-275,3,10.300682,0.098,2.34,6.08,0.209,0.0191,2.61,1015.0,292.4797004,38.5149018
HATS-64 b,HATS-64,1,4.908897,0.06562,18.819911,305.1168,1.679,0.96,0.245,1793.0,144.2876092,-29.800444
TOI-2876 b,TOI-2876,1,6.2996431,0.0654,9.6397234,54.03082919,0.86,0.17,0.33,929.0,110.2473528,-21.1146384
