star_name,star_temperature,star_radius,star_mass,star_surface_gravity
Kepler-1916,6246.0,1.092,1.18,4.433
TOI-1648,4850.0,0.81,0.83,4.5
Kepler-399,5502.0,0.68,0.902,4.62
Kepler-534,5936.0,0.965,1.075,4.501
TOI-5817,5770.0,1.427,0.97,4.12
Kepler-1063,5945.0,1.14,1.09,4.37
Kepler-391,5038.0,2.879,1.27,3.62
Kepler-136,6165.0,1.355,1.204,4.244
EPIC 249893012,5430.0,1.71,1.05,3.99
Kepler-283,4351.0,0.566,0.596,4.721
Kepler-1705,6312.0,1.259,1.139,4.298
HD 3651,5221.0,0.871954,0.799,4.45
HAT-P-52,5131.0,0.893,0.887,4.483
HD 154391,4909.0,8.56,2.07,2.89
K2-38,5731.0,1.06,1.03,4.38
Kepler-1982,6202.0,1.122,1.213,4.422
Kepler-292,5299.0,0.826,0.865,4.536
Kepler-184,5788.0,0.873,0.872,4.51
XO-6,6720.0,1.93,1.47,4.04
Kepler-1859,5887.0,1.235,1.09,4.292
TOI-3912,5725.0,1.392,1.088,4.188
Kepler-650,5849.0,1.35,1.08,4.21
K2-261,5490.0,1.663,1.107,4.04
Kepler-128,6072.0,1.659,1.184,4.07
Lupus-TR-3,5000.0,0.82,0.87,4.5
Kepler-1281,5353.0,0.83,0.87,4.55
HATS-34,5380.0,0.98,0.955,4.435
Kepler-1693,5432.34,0.878295,0.95,4.52851
Kepler-1087,5589.0,0.94,0.96,4.48
Kepler-104,5711.0,1.349,0.818,4.105
HD 164922,5393.43,1.001813,0.921146,4.398073
HAT-P-51,5453.0,0.995,0.961,4.4256
Kepler-491,5582.0,1.03,1.04,4.42
Kepler-1849,4806.0,0.729,0.709,4.564
Kepler-316,4204.0,0.52,0.587,4.743
DMPP-1,6196.0,1.26,1.21,4.41
HD 164922,5390.0,0.946,0.926,4.46
Kepler-533,4758.0,0.72,0.78,4.61
TOI-3894,6000.0,1.502,1.138,4.143
Kepler-392,5938.0,1.129,0.874,4.323
K2-123,4035.0,0.59,0.62,4.69
Kepler-1543,6561.0,1.65,1.39,4.14
CoRoT-10,5075.0,0.79,0.89,4.65
HD 45184,5869.0,1.075139,1.03,4.47
Kepler-1470,4961.0,0.76,0.8,4.59
GJ 1061,2953.0,0.156,0.12,5.15856
TOI-1249,5497.0,0.9785,1.0062,4.457
Kepler-715,5871.0,1.04,1.04,4.42
TOI-969,4435.0,0.671,0.734,4.55
K2-224,5620.0,0.84,0.91,4.55
Kepler-700,5692.0,0.96,0.98,4.47
Kepler-472,4996.0,0.78,0.85,4.59
Kepler-1444,5810.0,1.05,1.03,4.4
TYC 2187-512-1,3734.0,0.495,0.498,4.68
HD 142,6245.0,1.47,1.21,4.62
Kepler-1129,5831.0,1.0,1.0,4.44
Kepler-824,6035.0,1.22,1.15,4.32
HIP 99770,8000.0,1.93986,1.9,4.14128
HD 5319,4871.0,4.06,1.27,3.26
Kepler-1236,5337.0,0.82,0.86,4.55
Kepler-1275,6296.0,1.36,1.23,4.26
Kepler-720,5618.0,0.92,0.95,4.49
Kepler-1690,5404.0,0.862346,0.94,4.53983
Kepler-150,5560.0,0.939,0.956,4.466
Kepler-1428,6184.0,1.36,1.28,4.28
Kepler-1133,5569.0,0.9,0.93,4.5
GJ 328,3897.0,0.63,0.65,4.64
HD 16175,5981.0,1.72,1.63,4.18
HR 5183,5794.0,1.53,1.07,4.02
Kepler-1307,5884.0,1.08,1.06,4.39
Kepler-1195,4965.0,0.71,0.74,4.61
Kepler-325,5752.0,1.003,0.914,4.411
K2-244,5677.0,0.92,0.86,4.44
EPIC 212737443,4684.0,0.673,0.69,4.622
Kepler-1816,5051.0,0.706,0.786,4.628
WASP-36,5959.0,0.985,1.081,4.486
Kepler-1176,5844.0,1.02,1.01,4.42
Kepler-1783,5129.0,1.781,0.887,3.884
TOI-1634,3472.0,0.45,0.451,4.787
Kepler-106,5858.0,1.04,1.0,4.407
Kepler-189,5235.0,0.75,0.803,4.619
Kepler-1143,5053.0,0.77,0.81,4.58
TOI-261,5890.3,1.31383,1.069,3.92
HATS-30,5943.0,1.061,1.093,4.425
K2-136,4500.0,0.677,0.742,4.68
HD 177830,4949.0,2.62,1.47,3.65
TOI-1693,3499.0,0.46,0.49,4.8
TOI-2587 A,5760.0,1.726,1.15,4.024
Kepler-837,5403.0,0.81,0.85,4.56
Kepler-1031,6011.0,1.12,1.09,4.38
Kepler-1154,6327.0,1.43,1.26,4.23
Kepler-919,6113.0,1.21,1.15,4.33
Kepler-60,5905.0,1.257,1.041,4.26
HD 115954,5957.0,1.213,1.18,4.15
Kepler-1490,5515.0,0.87,0.9,4.52
HD 42012,5405.0,0.82,0.83,4.45
Kepler-556,5740.0,0.98,1.0,4.46
Kepler-109,5950.0,1.387,1.094,4.21
Kepler-48,5194.0,0.89,0.88,4.487
HD 49674,5602.0,1.02,1.03,4.44
Kepler-101,5667.0,1.56,1.17,4.12
K2-59,5055.0,0.731,0.774,4.592
KELT-24,6426.0,1.338,1.268,4.287
Kepler-1200,4612.0,0.7,0.74,4.63
Kepler-26,4486.0,0.571,0.593,4.733
2MASS J19383260+4603591,29564.0,0.203,0.48,5.508
Kepler-363,5593.0,1.485,1.226,4.152
LHS 1678,3490.0,0.329,0.345,4.89044
HATS-12,6357.0,1.17,1.16,4.36
Kepler-858,5653.0,0.91,0.96,4.5
Kepler-450,6197.21,1.64162,1.19,4.08307
K2-316,3436.0,0.379,0.408,4.891
Kepler-1892,5383.0,0.759,0.851,4.603
Kepler-432,4995.0,4.06,1.32,3.345
Kepler-1108,5406.0,0.84,0.88,4.54
Kepler-203,5821.0,1.114,1.06,4.358
Kepler-1656,5569.0,1.1,1.03,4.40025
HD 143105,6380.0,1.647304,1.51,4.37
Kepler-1992,5383.0,0.842,0.874,4.528
HD 159868,5534.0,2.13,1.19,3.92
Kepler-140,6077.0,1.288,1.044,4.272
HATS-69,5137.0,0.8785,0.892,4.501
Kepler-139,5594.0,1.3,1.078,4.247
bet UMi,4126.0,38.3,1.4,1.5
Kepler-134,5983.0,1.176,0.956,4.31
Kepler-1665,5049.84,0.777785,0.842,4.58166
HD 108236,5660.0,0.877,0.869,4.49
HD 73344,6252.6,1.22,1.2,4.372
Kepler-1617,6167.0,1.22,1.15,4.32
Kepler-2001,5081.0,0.77,0.864,4.596
Kepler-1443,6289.0,1.27,1.19,4.3
XO-1,5750.0,0.88,0.88,4.51
HD 206893,6500.0,1.31116,1.31,4.45
HD 233832,4981.0,0.68,0.71,4.49
TOI-2364,5306.0,0.886,0.954,4.524
Kepler-30,5498.0,0.95,0.99,4.77
Kepler-1125,5683.0,0.94,0.95,4.47
TOI-4527,3702.0,0.485948,0.483901,4.75
Kepler-1321,4094.0,0.53,0.54,4.73
HD 73344,6148.0,1.22,1.19,4.36
TOI-6692,5890.0,1.385,1.047,4.176
Kepler-792,5971.0,1.12,1.09,4.38
K2-80,5441.0,0.87,0.9,4.519
HD 28109,6189.0,1.425,1.227,4.25
Kepler-891,5887.0,1.07,1.06,4.41
TOI-5624,5327.0,0.82,0.858,4.49
Kepler-765,5901.0,1.06,1.05,4.41
Kepler-1516,5904.0,1.07,1.04,4.4
Kepler-1159,6217.0,1.28,1.19,4.3
HATS-18,5600.0,1.02,1.037,4.436
Kepler-113,4725.0,0.69,0.75,4.636
CoRoT-25,6040.0,1.19,1.09,4.31
HD 216536,4639.0,9.83,0.81,2.36
TOI-2407,3530.0,0.567,0.548,4.71597
Kepler-1060,5797.0,0.99,0.99,4.44
Kepler-154,5769.0,0.98,0.98,4.45
Kepler-1844,5776.0,0.849,0.939,4.554
Kepler-1036,5533.0,0.89,0.95,4.52
Kepler-561,5646.0,0.94,0.96,4.48
Kepler-37,5357.0,0.789,0.79,4.5667
Kepler-585,5593.0,0.93,0.96,4.49
K2-203,5026.0,0.765,0.793,4.57
Kepler-233,5360.0,0.758,0.855,4.614
Kepler-1863,5871.0,0.983,1.097,4.493
Kepler-356,6133.0,1.335,1.163,4.256
Kepler-1865,5420.0,0.871,0.849,4.487
TOI-5126,6150.0,1.241,1.24,4.224
Kepler-505,3931.0,0.53,0.55,4.73
WASP-147,5702.0,1.429,1.044,4.21
HD 23079,5994.0,1.08,1.16,4.37
Kepler-166,5350.0,0.83,0.88,4.55
Kepler-1480,5156.0,0.81,0.85,4.56
Kepler-1987,4769.0,0.714,0.799,4.622
HD 125612,5900.0,1.07,1.05,4.45
Kepler-245,5100.0,0.795,0.856,4.56
TOI-2141,5635.0,0.95,0.896,4.4
WASP-4,5436.0,0.912,0.899,4.472
Kepler-1556,5608.0,0.95,0.97,4.47
Kepler-209,5513.0,0.935,0.971,4.472
Kepler-131,5685.0,1.03,1.02,4.417
Kepler-24,5897.0,1.289,1.046,4.2
HD 28254,5664.0,1.48,1.1,4.12
HATS-40,6460.0,2.26,1.561,3.921
K2-266,4285.0,0.703,0.686,4.581
HD 33283,5935.0,1.97,1.38,4.12
Kepler-237,4861.0,0.725,0.696,4.583
K2-126,4339.0,0.65,0.69,4.66
HD 224018,5784.0,1.147,1.013,4.32
HD 125612,5900.0,1.07,1.05,4.45
K2-183,5482.0,0.87,0.942219,4.6
HD 109988,5185.97,0.869694,0.88,4.50382
Kepler-100,5884.0,1.5,1.097,4.12
Kepler-219,5786.0,1.491,1.164,4.157
Kepler-1790,5866.0,1.367,1.02,4.175
Kepler-1641,6152.0,1.19,1.12,4.34
HD 75898,6122.0,1.55,1.295,4.34
WASP-155,5660.0,1.24,1.09,4.3
HATS-35,6300.0,1.433,1.317,4.244
Kepler-918,6028.0,1.14,1.11,4.37
Kepler-141,4910.0,0.787,0.878,4.566
Kepler-582,5564.0,0.91,0.93,4.49
TOI-912,3572.0,0.419,0.418,4.98
Kepler-335,5877.0,1.854,1.367,4.017
XO-2 S,5325.0,1.02,0.98,4.42
Kepler-31,6340.0,1.22,1.21,4.696
TOI-4427,5347.0,0.89,0.9,4.45
TOI-2583 A,5936.0,1.477,1.215,4.184
Kepler-966,5840.0,1.02,1.02,4.43
HD 50499,6099.0,1.42,1.31,4.42
WASP-140,5300.0,0.87,0.9,4.51
Kepler-630,5829.0,1.04,1.02,4.42
Kepler-874,6020.0,1.13,1.09,4.37
Kepler-235,4255.0,0.554,0.581,4.73
WASP-126,5800.0,1.27,1.12,4.28
Kepler-85,5505.2,0.875,0.928,4.51
Kepler-1345,6449.0,1.55,1.32,4.18
Kepler-866,4751.0,0.71,0.75,4.62
Kepler-223,5803.0,1.72,1.125,4.46
HD 4732,4898.0,5.03,1.39,3.17
Kepler-922,5671.0,0.93,0.95,4.48
Gaia-2,5720.0,1.064,1.0,4.37355
HATS-67,6594.0,1.441,1.435,4.278
Kepler-549,5360.0,0.84,0.88,4.54
GJ 1148,3287.0,0.358519,0.344045,4.86566
Kepler-1780,5403.0,0.868,0.868,4.5
HD 28471,5766.0,1.08,0.98,4.38
NY Vir,32780.0,0.151,0.459,5.74193
TOI-2447,5730.0,1.006,1.034,4.3
K2-58,5413.0,0.86,0.89,4.522
TOI-4137,6202.0,1.438,1.313,4.24
GJ 625,3499.0,0.31,0.3,4.94
Kepler-267,4258.0,0.555,0.541571,4.729
Kepler-775,5468.0,0.84,0.92,4.56
WASP-177,5017.0,0.885,0.876,4.486
NGC 2682 Sand 1429,6000.0,2.13,1.26,4.01
TOI-6034,3635.0,0.489,0.514,4.77
Kepler-791,6383.0,1.47,1.3,4.21
TOI-1260,4227.0,0.672,0.679,4.57
TOI-1062,5328.0,0.84,0.94,4.55
WASP-79,6600.0,1.51,1.39,4.2
Kepler-1630,4736.0,0.63,0.66,4.66
Kepler-1365,5770.0,1.05,1.0,4.39
Kepler-133,5736.0,1.425,1.02,4.186
Kepler-346,6033.0,1.021,0.943,4.464
Kepler-160,5471.0,1.118,1.003,4.47
Kepler-341,6012.0,1.024,0.976,4.437
K2-125,3654.47,0.402049,0.494727,4.83016
HD 27442,4846.0,3.18,1.23,3.783
Kepler-1489,5655.0,0.9,0.93,4.51
Kepler-1623,5772.0,1.0,1.0,4.44
HD 156411,5900.0,2.16,1.25,4.07
Kepler-496,5293.0,0.82,0.86,4.55
TOI-4463 A,5640.0,1.062,1.056,4.41
Kepler-1246,4611.0,0.69,0.73,4.63
Kepler-1126,5798.0,0.93,0.92,4.46
Kepler-926,5806.0,1.01,1.01,4.43
GJ 676 A,3734.0,0.69,0.626,4.62
Kepler-287,5806.0,1.032,0.963,4.402
HAT-P-21,5588.0,1.21,1.24,4.33
TOI-2145,6206.0,2.75,1.71,3.79
Kepler-48,5194.0,0.89,0.88,4.487
TOI-2096,3300.0,0.235,0.231,5.05
HD 213472,5729.54,1.433902,1.048132,4.144921
Kepler-1356,5106.0,0.78,0.82,4.58
HD 13908,6255.0,1.67,1.29,4.11
Kepler-605,5462.0,0.88,0.91,4.52
Kepler-292,5299.0,0.826,0.865,4.536
Kepler-889,5961.0,1.25,1.14,4.3
Kepler-1254,4985.0,0.75,0.78,4.59
Kepler-244,5554.0,0.803,0.933,4.585
Kepler-1332,5581.0,0.9,0.95,4.51
HIP 35965,4836.0,0.697551,0.78,4.64301
HD 80913,6013.24,1.6542,1.11,4.04621
HD 134060,5966.0,1.164285,1.095,4.43
Kepler-1950,5455.0,0.852,0.759,4.457
Kepler-1984,3638.0,0.42,0.45,4.844
TOI-7510,5720.0,1.035,1.063,4.439
K2-60,5500.0,1.12,0.97,4.07
Kepler-1397,6026.0,1.12,1.09,4.37
Kepler-358,5908.0,0.954,0.94,4.504
Kepler-354,4648.0,0.674,0.652,4.627
TOI-3135,5890.0,0.985,1.044,4.469
Kepler-1179,5212.0,0.81,0.84,4.56
Kepler-381,6152.0,1.568,1.144,4.12
Kepler-1342,5527.0,0.9,0.93,4.51
Kepler-1544,4886.0,0.74,0.81,4.61
WASP-174,6399.0,1.347,1.24,4.273
Kepler-475,5009.0,0.79,0.86,4.58
Kepler-1978,5251.0,0.778,0.869,4.592
GJ 3222,5257.46,0.931389,0.89,4.43
Kepler-1836,6123.0,0.987,1.053,4.472
Barnard's star,3195.0,0.185,0.162,4.9
Kepler-141,4910.0,0.787,0.878,4.566
Kepler-948,5679.0,0.94,0.96,4.47
HD 181433,4918.0,0.79,0.86,4.45
HD 213885,5978.0,1.1011,1.068,4.3827
HIP 39330,5748.0,1.02786,0.96,4.43951
Kepler-887,6194.0,1.29,1.19,4.29
Kepler-306,4954.0,0.719,0.75,4.611
Kepler-177,5732.0,1.324,0.921,4.1
Kepler-52,4075.0,0.52,0.54,4.74
Kepler-572,5212.0,0.79,0.83,4.57
Kepler-1450,4524.0,0.68,0.71,4.63
HD 10180,5911.0,1.109,1.06,4.39
Kepler-882,5476.0,0.87,0.9,4.52
Kepler-559,5630.0,0.95,0.96,4.47
TOI-1232,5823.0,1.072,1.058,4.403
TOI-4773,6740.0,1.55,1.452,4.22
Kepler-1312,5719.0,0.92,0.99,4.51
WASP-22,6000.0,1.24,1.46,4.5
Kepler-272,5297.0,0.929,0.91,4.426
Kepler-35,5606.0,1.0284,0.8877,4.3623
Kepler-1511,6064.0,1.29,1.17,4.28
HD 102117,5655.0,1.23,1.06,4.29
WASP-34,5700.0,0.91,0.96,4.5
Kepler-1426,5831.0,1.02,1.02,4.43
Kepler-1988,6033.0,1.788,1.127,3.985
HD 48948,4593.0,0.679,0.686,4.61
Kepler-968,4598.0,0.7,0.76,4.63
Kepler-678,5520.0,0.91,0.94,4.5
Kepler-144,6075.0,1.235,1.154,4.289
Kepler-427,5800.0,1.35,0.96,4.14
TOI-1298,5752.0,1.4536,1.2187,4.194
eps Tau,4877.0,12.35,2.57,2.66
Kepler-1874,4701.0,0.775,0.758,4.54
HD 93385,5977.0,1.18484,1.04,4.42
K2-88,3537.0,0.256,0.258,5.022
Teegarden's Star,3034.0,0.12,0.097,5.19
Kepler-164,5888.0,1.148,1.036,4.331
Kepler-431,6004.0,1.092,1.071,4.4
Kepler-140,6077.0,1.288,1.044,4.272
Kepler-247,5100.0,0.768,0.887,4.608
Kepler-32,3900.0,0.53,0.58,4.64
TIC 279401253,5951.0,1.06,1.13,4.438
Kepler-1818,6047.0,1.129,1.021,4.343
K2-193,5817.0,0.98,1.01,4.46
HD 15906,4757.0,0.762,0.79,4.49
HD 17156,6046.0,1.517,1.285,4.184
TOI-871,4929.0,0.719,0.758,4.604
WASP-124,6050.0,1.02,1.07,4.44
GJ 251,3342.0,0.36,0.35,4.87
Kepler-1649,3240.0,0.2317,0.1977,5.004
Kepler-1518,6432.0,1.345,1.06,4.207
TOI-4311,5063.0,0.8441,0.816,4.442
Kepler-767,5694.0,0.94,0.96,4.48
TOI-2986,5906.0,1.458,1.122,4.165
K2-83,3910.0,0.424,0.484,4.863
HAT-P-63,5400.0,0.9661,0.925,4.435
Kepler-1182,5924.0,1.05,1.04,4.41
Kepler-1990,5751.0,1.071,1.028,4.391
Kepler-1688,4632.11,0.746,0.814,4.6
Kepler-1191,5308.0,0.81,0.85,4.56
Kepler-328,6064.0,1.06,1.15,4.44
TOI-4638,5700.0,0.895,1.02,4.54131
Kepler-511,5866.0,1.417,0.958,4.117
Kepler-1337,4523.0,0.67,0.7,4.64
Kepler-1997,6215.0,1.052,1.111,4.44
TOI-1062,5328.0,0.84,0.94,4.55
Kepler-296,3740.0,0.48,0.498,4.774
TOI-5678,5485.0,0.938,0.905,4.34
Kepler-1593,4995.0,0.77,0.81,4.59
HD 217107,5622.0,1.2245,1.045,4.34
Kepler-625,5789.0,0.96,1.04,4.49
Kepler-1302,5236.0,0.82,0.86,4.55
HD 98219,4925.0,4.6,1.41,3.36
K2-129,3459.09,0.36001,0.360031,4.86815
Kepler-977,5315.0,0.83,0.87,4.55
GJ 393,3579.0,0.426,0.426,4.88
Kepler-1178,4990.0,0.75,0.8,4.59
EPIC 201170410,3648.0,0.282,0.287,4.999
K2-155,4258.0,0.58,0.65,4.6
HD 158038,4860.0,4.5,1.3,3.24
K2-255,4676.0,0.69,0.71,4.62
Kepler-1678,5754.0,0.834976,1.03,4.60756
TIC 434398831,5638.0,0.909,0.992,4.42
Kepler-432,4995.0,4.06,1.32,3.345
HD 224018,5784.0,1.147,1.013,4.32
HD 102843,5436.0,0.961488,0.95,4.45935
Kepler-1334,5614.0,0.91,0.94,4.5
Gl 378,3879.0,0.56,0.56,4.68513
Kepler-480,6322.0,1.34,1.25,4.28
HD 28185,5602.0,1.048,0.974,4.386
tau Boo,6466.27,1.42588,1.32,4.25047
Kepler-1644,5499.0,0.86,0.89,4.53
Kepler-1209,6210.0,1.38,1.23,4.24
Kepler-1953,4858.0,0.707,0.786,4.622
Kepler-384,5577.0,0.882,0.882,4.475
Kepler-1249,6202.0,1.28,1.19,4.29
TOI-2641,6100.0,1.336,1.16,4.2
Kepler-303,3944.0,0.485,0.575,4.768
HATS-65,6277.0,1.31,1.257,4.303
Kepler-255,5573.0,0.933,0.867,4.516
Kepler-357,5036.0,0.834,0.794,4.503
Kepler-1674,5473.91,0.877273,0.96,4.53407
Kepler-1238,6386.0,1.48,1.3,4.21
HD 192263,4976.0,0.74,0.66,4.51
K2-35,4402.71,0.619575,0.701968,4.697
HD 190360,5560.0,1.14,0.996,4.1
Kepler-1940,5431.0,0.717,0.802,4.623
HD 51608,5358.0,0.916136,0.8,4.36
Kepler-1786,5808.0,1.397,1.058,4.172
TOI-2267 B,3022.0,0.13,0.0989,4.99625
K2-121,4526.0,0.675,0.71,4.63
K2-252,5152.0,0.82,0.79,4.5
Kepler-850,5932.0,1.09,1.06,4.39
K2-119,4740.0,0.71,0.76,4.62
Kepler-265,5835.0,1.103,0.97,4.326
GJ 876,3293.74,0.3,0.32,4.87177
Kepler-1962,5700.0,1.006,1.003,4.434
MASCARA-1,7490.0,2.082,1.9,4.105
Kepler-266,5885.0,1.028,0.947,4.453
Kepler-856,5535.0,0.93,0.96,4.49
TOI-1266,3563.0,0.4232,0.437,4.826
Kepler-691,3715.0,0.5,0.53,4.76
HD 113996,4181.0,25.11,1.49,1.86
HD 147379,4090.0,0.628304,0.58,4.609
HAT-P-2,6380.0,1.39,1.33,4.16
TOI-4127,6096.0,1.293,1.23,4.26
HD 136352,5664.0,1.058,0.87,4.39
HD 142415,5940.0,1.04,1.07,4.44
Kepler-1279,6221.0,1.33,1.21,4.26
Kepler-1083,5049.0,0.77,0.81,4.58
Kepler-79,6389.0,1.316,1.244,4.274
Kepler-724,5437.0,0.86,0.9,4.53
Kepler-190,5106.0,0.795,0.834,4.561
WASP-10,4675.0,0.698,0.75,4.627
Kepler-1661,5100.0,0.762,0.841,4.66
HD 213885,5978.0,1.1011,1.068,4.3827
TOI-1438,5230.0,0.82,0.876,4.5
HD 192699,5041.0,4.41,1.38,3.25
Kepler-112,5544.0,0.841,0.782,4.506
NGTS-17,5650.0,1.337,1.025,4.0
K2-15,5131.0,0.68,0.72,4.571
Kepler-377,5949.0,1.224,1.043,4.303
Kepler-54,4252.0,0.554,0.518,4.73
HD 111998,6557.0,1.45,1.4,4.19
HD 103891,6072.0,2.22,1.28,3.79
TOI-1694,5005.0,0.812,0.828,4.536
NGTS-5,4987.0,0.739,0.661,4.52
HD 115404 A,5019.17,0.727007,0.83,4.63407
K2-87,5747.0,1.401,1.164,4.208
Qatar-1,5013.0,0.803,0.838,4.552
WASP-8,5690.0,0.96,1.04,4.5
K2-136,4500.0,0.677,0.742,4.68
Kepler-983,6052.0,1.08,1.13,4.42
Kepler-887,6194.0,1.29,1.19,4.29
Kepler-1948,3872.0,0.557,0.585,4.714
Kepler-39,6350.0,1.4,1.29,4.4
HD 101930,5108.0,0.86,0.57,4.33
K2-50,4326.0,0.546,0.611,4.742
Kepler-196,5128.0,0.782,0.839,4.566
Kepler-444,5046.0,0.752,0.758,4.5625
Kepler-321,5740.0,1.194,1.024,4.302
Kepler-1828,5806.0,0.899,0.996,4.528
Kepler-76,6409.0,1.32,1.2,4.2
TIC 434398831,5638.0,0.909,0.992,4.42
Kepler-535,6123.0,1.27,1.18,4.3
HD 105618,5671.0,1.27399,1.01,4.23206
Kepler-1037,5105.0,0.78,0.82,4.57
Kepler-107,5854.0,1.447,1.238,4.21
Kepler-378,4661.0,0.671,0.78,4.647
Kepler-347,5592.0,1.451,1.0,4.115
Kepler-1645,5812.0,1.02,1.02,4.43
K2-157,5334.0,0.86,0.89,4.45
HD 88072,5785.33,1.032,1.04,4.42774
Kepler-965,5886.0,1.15,1.05,4.33
Kepler-404,5654.0,0.884,0.86,4.543
BD+20 2457,4137.0,49.0,2.8,1.51
HD 164922,5390.0,0.946,0.926,4.46
TOI-6303,3977.0,0.609,0.644,4.67
Kepler-1530,5477.0,0.88,0.92,4.52
HD 330075,5000.0,0.84,0.47,4.26
HD 35759,6060.0,1.759974,1.15,4.24
Kepler-360,6053.0,1.058,0.994,4.423
K2-412,5590.0,0.977,0.893,4.412
Kepler-1996,4580.0,0.675,0.748,4.641
Kepler-1441,5802.0,1.0,1.0,4.45
Kepler-498,5744.0,0.96,0.98,4.47
K2-166,5960.0,1.61,1.073,4.09
CoRoT-28,5150.0,1.78,1.01,3.6
OGLE-TR-211,6325.0,1.64,1.33,4.22
K2-247,4667.0,0.69,0.74,4.63
Kepler-1324,4776.0,0.73,0.78,4.61
TOI-3919,6100.0,1.319,1.208,4.279
HIP 67851,4840.0,5.45,1.28,3.11
Kepler-354,4648.0,0.674,0.652,4.627
TOI-5789,5185.0,0.833,0.821,4.511
HD 104985,4738.0,11.12,1.22,2.42
CoRoT-22,5939.0,1.136,1.099,4.361
K2-325,3287.0,0.298,0.274,4.84
Kepler-320,6435.0,1.108,1.072,4.419
Kepler-879,5792.0,1.02,1.02,4.42
Kepler-1933,5661.0,1.008,0.964,4.415
TOI-2537,4870.0,0.771,0.771,4.551
Kepler-1641,6152.0,1.19,1.12,4.34
GJ 687,3413.0,0.4183,0.4,4.85936
Kepler-23,5828.0,1.548,1.078,4.09
Kepler-1173,5252.0,0.82,0.86,4.55
Kepler-367,4710.0,0.695,0.768,4.631
Kepler-1166,5446.0,0.86,0.9,4.53
LHS 1815,3643.0,0.501,0.502,4.77
HD 219077,5362.0,1.91,0.92,4.0
Kepler-603,5808.0,1.01,1.01,4.43
KIC 9663113,6117.21,2.21562,1.15,3.80778
Kepler-1922,5931.0,0.863,0.953,4.545
Kepler-969,5214.0,0.82,0.92,4.57
HD 96127,3943.0,35.0,0.91,2.06
TOI-6223,3895.0,0.576,0.582,4.682
Kepler-178,5676.0,1.066,0.852,4.334
HD 88133,5392.0,2.2,1.26,3.88
TOI-7384,3185.0,0.319,0.318,4.93
K2-281,4812.0,0.76,0.82,4.59
HD 80869,5837.0,1.062,1.06,4.18
TOI-2141,5635.0,0.95,0.896,4.4
Kepler-862,5333.0,0.84,0.88,4.54
TOI-5350,6220.0,1.263,1.167,4.304
Kepler-138,3841.0,0.535,0.535,4.71
Kepler-1001,5491.0,0.88,0.9,4.52
Kepler-1059,4906.0,0.72,0.75,4.61
HD 86728,5610.0,1.237,0.967,4.25
Kepler-518,5842.0,0.88,0.96,4.53
Kepler-28,4499.3,0.664,0.684,4.62
HD 63433,5553.0,0.934,0.956,4.56
TOI-128,6086.0,1.13,0.851969,4.26269
Kepler-49,4252.0,0.559,0.549,4.727
HD 114729,5844.0,1.473,0.936,4.046
Kepler-107,5854.0,1.447,1.238,4.21
KOI-142,5466.0,0.897,0.99,4.528
WASP-67,5200.0,0.88,0.91,4.35
Kepler-1755,6086.0,0.921,1.003,4.511
Teegarden's Star,3034.0,0.12,0.097,5.19
TOI-2000,5611.0,1.134,1.082,4.363
HD 144899,6126.0,1.64802,1.16,4.0686
Kepler-9,5774.0,0.958,1.022,4.49
HD 219828,5891.0,1.56,1.04,4.17
OGLE-TR-113,4790.0,0.774,0.779,4.552
HD 156279,5453.0,0.95,0.94,4.46
Kepler-1041,5957.0,1.08,1.06,4.4
Kepler-877,5261.0,0.81,0.85,4.56
HD 135694,5712.0,1.08,1.02,4.335
K2-70,5622.0,0.93,0.94,4.478
TIC 237913194,5788.0,1.088,1.026,4.376
Kepler-1578,5545.0,0.86,0.9,4.53
Kepler-212,5852.0,1.455,1.166,4.182
Kepler-1577,4862.0,0.74,0.78,4.6
Kepler-257,5180.0,1.037,0.916,4.36
WASP-61,6250.0,1.55,1.82,4.26
Kepler-165,5211.0,0.77,0.746,4.542
Kepler-55,4503.0,0.619,0.631,4.684
HD 27894,4875.0,0.891767,0.81,4.22
Kepler-1700,6031.0,1.0937,1.12,4.40949
TOI-2093,4426.0,0.729,0.745,4.87
HD 45364,5466.0,0.89,0.82,4.38
Kepler-1608,4992.0,0.72,0.75,4.61
HATS-11,6563.0,1.54,1.33,4.19
TOI-1789,5991.0,2.168,1.507,3.943
EPIC 201757695,4520.0,0.655,0.727,4.659
Kepler-152,5088.0,0.724,0.779,4.605
Kepler-253,5208.0,0.786,0.86,4.595
Kepler-759,5860.0,1.04,1.04,4.42
HIP 8152,5618.0,0.9603,0.9373,4.443
DE CVn,3579.0,0.424754,0.51,4.80413
HATS-29,5670.0,1.073,1.032,4.389
Kepler-365,6012.0,1.048,1.02,4.434
Kepler-899,5595.0,0.91,0.93,4.49
K2-272,5397.0,0.83,0.86,4.53
TOI-3474,6020.0,1.256,1.121,4.292
Kepler-1328,5780.0,0.99,1.0,4.44
K2-61,5748.0,0.995,0.97,4.38
Kepler-1329,4500.0,0.69,0.72,4.62
Kepler-825,5976.0,1.08,1.03,4.39
Kepler-281,5723.0,0.899,0.95,4.531
Kepler-382,5600.0,0.945,1.002,4.401
Kepler-1106,6104.0,1.17,1.11,4.35
WASP-129,5900.0,0.9,1.0,4.53
Kepler-171,5642.0,0.839,0.978,4.566
HD 86264,6210.0,1.88,1.26,4.02
WASP-33,7430.0,1.444,1.495,4.25
